customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,Repaid
4902,23,42500,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0.18,3,No
4903,23,42500,MORTGAGE,2.0,EDUCATION,B,12600,,0.3,4,No
4904,25,42500,MORTGAGE,9.0,EDUCATION,A,2000,5.42,0.05,3,No
4905,24,42500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.8,0.24,2,No
4906,26,39516,RENT,0.0,MEDICAL,A,5000,7.74,0.13,3,No
4907,24,39862,RENT,8.0,MEDICAL,C,5000,14.22,0.13,4,No
4908,25,39996,RENT,3.0,MEDICAL,A,5000,6.92,0.13,3,No
4909,25,39996,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.72,0.13,2,No
4910,21,33996,RENT,3.0,PERSONAL,B,5000,9.25,0.15,3,Yes
4911,23,33996,RENT,0.0,PERSONAL,D,5000,14.84,0.15,2,Yes
4912,24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,0.15,2,Yes
4913,25,39996,RENT,0.0,VENTURE,C,5000,12.87,0.13,2,No
4914,25,39996,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,0.13,4,No
4915,23,39996,RENT,6.0,PERSONAL,B,5000,10.2,0.13,2,No
4916,24,33996,RENT,2.0,VENTURE,D,5000,12.92,0.15,4,Yes
4917,21,42500,OTHER,0.0,EDUCATION,D,7000,14.61,0.16,2,No
4918,23,40000,RENT,0.0,EDUCATION,B,5000,12.42,0.13,4,No
4919,26,40000,RENT,11.0,EDUCATION,B,5000,9.91,0.13,3,No
4920,22,40000,RENT,,EDUCATION,A,5000,8.9,0.13,2,No
4921,24,40000,RENT,5.0,DEBTCONSOLIDATION,B,5000,12.42,0.13,3,No
4922,25,42504,MORTGAGE,9.0,MEDICAL,A,10000,7.29,0.24,2,No
4923,21,40000,RENT,4.0,VENTURE,A,5000,5.79,0.13,2,No
4924,21,36588,MORTGAGE,5.0,DEBTCONSOLIDATION,D,1000,14.61,0.03,2,Yes
4925,22,34000,RENT,6.0,PERSONAL,B,5000,,0.15,4,Yes
4926,24,40000,RENT,6.0,MEDICAL,A,5000,6.17,0.13,3,No
4927,21,40000,RENT,3.0,VENTURE,B,5000,9.25,0.13,4,No
4928,24,34000,RENT,2.0,EDUCATION,C,5000,12.23,0.15,2,Yes
4929,25,42642,OWN,8.0,EDUCATION,F,10000,15.76,0.23,3,No
4930,22,40000,RENT,,EDUCATION,A,5000,6.17,0.13,2,No
4931,23,40000,RENT,2.0,MEDICAL,C,5000,,0.13,3,No
4932,23,42806,MORTGAGE,7.0,EDUCATION,A,1000,7.51,0.02,2,No
4933,22,34000,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,0.15,3,Yes
4934,25,40000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.36,0.13,4,No
4935,26,40000,RENT,0.0,PERSONAL,C,5000,13.11,0.13,3,No
4936,21,34000,RENT,2.0,PERSONAL,D,5000,14.59,0.15,4,Yes
4937,26,40000,RENT,1.0,MEDICAL,C,5000,14.26,0.13,2,No
4938,22,42900,OWN,7.0,EDUCATION,B,2000,10.74,0.05,4,No
4939,23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0.02,3,No
4940,26,40000,RENT,3.0,DEBTCONSOLIDATION,B,5000,9.45,0.13,3,No
4941,22,40000,RENT,6.0,MEDICAL,A,5000,7.43,0.13,4,No
4942,25,42996,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.17,0.28,4,No
4943,22,34500,RENT,2.0,MEDICAL,D,5000,16.89,0.14,3,Yes
4944,23,42996,MORTGAGE,2.0,VENTURE,D,8500,,0.2,4,No
4945,25,34800,RENT,2.0,PERSONAL,D,5000,16.02,0.14,3,Yes
4946,22,34800,RENT,0.0,MEDICAL,D,5000,15.21,0.14,2,Yes
4947,23,40992,RENT,7.0,EDUCATION,B,5000,10.99,0.12,2,No
4948,22,35000,RENT,4.0,EDUCATION,C,5000,15.96,0.14,4,Yes
4949,25,41000,RENT,9.0,MEDICAL,B,5000,11.71,0.12,2,No
4950,25,42996,OWN,1.0,VENTURE,D,7200,14.11,0.17,4,No
4951,21,35000,RENT,6.0,PERSONAL,C,5000,14.79,0.14,2,Yes
4952,23,41000,RENT,2.0,EDUCATION,A,5000,7.51,0.12,2,No
4953,22,41000,RENT,6.0,VENTURE,A,5000,,0.12,2,No
4954,23,41017,RENT,6.0,DEBTCONSOLIDATION,A,5000,,0.12,2,No
4955,25,35280,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,0.14,3,Yes
4956,22,42000,RENT,0.0,EDUCATION,A,5000,8.9,0.12,4,No
4957,24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9500,6.62,0.22,2,No
4958,23,43000,MORTGAGE,7.0,VENTURE,A,15600,,0.36,4,No
4959,24,42000,RENT,7.0,VENTURE,B,5000,10.99,0.12,4,No
4960,26,42000,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.29,0.12,4,No
4961,22,36000,RENT,1.0,EDUCATION,C,5000,12.68,0.14,4,Yes
4962,21,43000,MORTGAGE,5.0,PERSONAL,A,7000,6.62,0.16,4,No
4963,22,43000,MORTGAGE,4.0,PERSONAL,C,6600,14.27,0.15,2,No
4964,22,43000,MORTGAGE,3.0,VENTURE,A,2600,,0.06,4,No
4965,22,43000,MORTGAGE,6.0,EDUCATION,B,9000,11.71,0.21,4,No
4966,24,42000,RENT,8.0,MEDICAL,A,5000,5.42,0.12,2,No
4967,22,43000,OWN,2.0,VENTURE,B,22800,12.69,0.53,2,No
4968,24,43000,MORTGAGE,6.0,MEDICAL,B,6000,10.65,0.14,3,No
4969,22,36000,RENT,5.0,MEDICAL,D,5000,16.32,0.14,4,Yes
4970,24,43000,MORTGAGE,7.0,MEDICAL,C,6000,13.49,0.14,3,No
4971,26,43000,MORTGAGE,6.0,MEDICAL,B,15000,11.99,0.35,2,No
4972,25,42000,RENT,3.0,MEDICAL,A,5000,7.51,0.12,3,No
4973,24,36000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.59,0.14,2,Yes
4974,22,42000,RENT,2.0,MEDICAL,C,5000,12.87,0.12,4,No
4975,24,43000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2500,13.49,0.06,4,No
4976,23,36000,RENT,0.0,VENTURE,C,5000,13.22,0.14,4,Yes
4977,23,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,10.59,0.17,3,No
4978,21,42000,RENT,5.0,EDUCATION,A,5000,9.32,0.12,4,No
4979,24,37000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,,0.27,2,Yes
4980,26,43000,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0.2,3,No
4981,26,42000,RENT,2.0,VENTURE,C,5000,11.91,0.12,4,No
4982,23,43000,MORTGAGE,3.0,VENTURE,D,3600,15.62,0.08,3,No
4983,22,43000,OWN,5.0,VENTURE,B,3500,11.49,0.08,3,No
4984,24,36100,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,0.14,3,Yes
4985,25,42288,RENT,2.0,EDUCATION,B,5000,10.99,0.12,2,No
4986,22,42500,RENT,2.0,DEBTCONSOLIDATION,B,5000,12.42,0.12,4,No
4987,22,42500,RENT,0.0,DEBTCONSOLIDATION,C,5000,12.98,0.12,4,No
4988,24,42996,RENT,5.0,MEDICAL,A,5000,7.14,0.12,4,No
4989,25,42996,RENT,6.0,DEBTCONSOLIDATION,B,5000,10.38,0.12,2,No
4990,22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0.15,3,No
4991,25,43000,RENT,6.0,PERSONAL,A,5000,7.51,0.12,3,No
4992,24,37000,RENT,3.0,MEDICAL,E,5000,16.45,0.14,3,Yes
4993,22,43000,OWN,6.0,EDUCATION,A,7750,7.66,0.18,2,No
4994,22,43200,RENT,6.0,EDUCATION,B,5000,12.69,0.12,2,No
4995,24,43000,MORTGAGE,1.0,MEDICAL,A,7000,6.92,0.16,3,No
4996,24,43200,RENT,3.0,EDUCATION,C,5000,14.17,0.12,4,No
4997,23,43200,RENT,7.0,MEDICAL,C,5000,12.87,0.12,3,No
4998,26,43680,RENT,5.0,MEDICAL,B,5000,10.65,0.11,4,No
4999,22,37900,RENT,2.0,MEDICAL,B,5000,12.18,0.13,2,Yes
5000,22,43000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,7.88,0.09,4,No
5001,26,44000,RENT,4.0,MEDICAL,A,5000,8.9,0.11,3,No
5002,22,44004,RENT,2.0,EDUCATION,A,5000,8.9,0.11,3,No
5003,24,38500,RENT,0.0,MEDICAL,D,5000,14.84,0.13,2,Yes
5004,22,43000,MORTGAGE,0.0,EDUCATION,A,5000,7.14,0.12,2,No
5005,24,37000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6250,7.14,0.17,4,Yes
5006,22,45000,RENT,3.0,VENTURE,B,5000,12.42,0.11,2,No
5007,22,43000,MORTGAGE,3.0,EDUCATION,A,2000,,0.05,3,No
5008,22,45000,RENT,3.0,MEDICAL,B,5000,9.91,0.11,3,No
5009,25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0.23,3,No
5010,25,45000,RENT,2.0,MEDICAL,C,5000,,0.11,4,No
5011,25,43000,OWN,5.0,VENTURE,A,8000,7.14,0.19,4,No
5012,22,43000,MORTGAGE,5.0,MEDICAL,B,7000,10.62,0.16,4,No
5013,24,43000,MORTGAGE,3.0,PERSONAL,A,11500,7.88,0.27,2,No
5014,24,43000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,9250,13.11,0.22,2,No
5015,24,39000,RENT,1.0,DEBTCONSOLIDATION,E,5000,16.77,0.13,3,Yes
5016,25,45000,RENT,0.0,PERSONAL,B,5000,10.74,0.11,4,No
5017,22,45000,RENT,3.0,PERSONAL,B,5000,11.11,0.11,3,No
5018,23,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9800,8.59,0.23,2,No
5019,22,39000,RENT,2.0,MEDICAL,C,5000,12.23,0.13,3,Yes
5020,24,45000,RENT,0.0,MEDICAL,A,5000,7.88,0.11,3,No
5021,22,45000,RENT,6.0,EDUCATION,B,5000,11.36,0.11,4,No
5022,22,43000,OWN,7.0,PERSONAL,A,6000,7.74,0.14,4,No
5023,23,45000,RENT,3.0,DEBTCONSOLIDATION,A,5000,9.32,0.11,4,No
5024,23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,0.13,4,Yes
5025,24,45000,RENT,0.0,MEDICAL,C,5000,13.79,0.11,2,No
5026,25,45000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.89,0.11,3,No
5027,23,45000,RENT,0.0,EDUCATION,A,5000,7.75,0.11,3,No
5028,25,45600,RENT,6.0,DEBTCONSOLIDATION,C,5000,,0.11,2,No
5029,23,39600,RENT,4.0,MEDICAL,D,5000,14.84,0.13,2,Yes
5030,23,45600,RENT,4.0,VENTURE,C,5000,14.22,0.11,4,No
5031,23,45984,RENT,7.0,VENTURE,A,5000,7.14,0.11,4,No
5032,24,39996,RENT,0.0,VENTURE,D,5000,14.11,0.13,3,Yes
5033,26,40000,RENT,0.0,PERSONAL,D,5000,15.99,0.13,2,Yes
5034,22,46000,RENT,4.0,EDUCATION,A,5000,7.88,0.11,2,No
5035,23,43000,MORTGAGE,1.0,PERSONAL,A,9000,9.63,0.21,2,No
5036,24,37000,MORTGAGE,0.0,MEDICAL,C,8500,12.53,0.23,2,Yes
5037,22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,0.2,4,No
5038,22,46500,RENT,4.0,VENTURE,B,5000,10.37,0.11,4,No
5039,25,46800,RENT,9.0,MEDICAL,A,5000,6.76,0.11,3,No
5040,21,46800,RENT,2.0,PERSONAL,A,5000,9.32,0.11,3,No
5041,21,43008,MORTGAGE,0.0,VENTURE,D,11200,15.31,0.26,3,No
5042,24,46809,RENT,4.0,DEBTCONSOLIDATION,B,5000,12.18,0.11,4,No
5043,25,47000,RENT,0.0,MEDICAL,B,5000,12.42,0.11,4,No
5044,23,47000,RENT,0.0,VENTURE,A,5000,8.9,0.11,2,No
5045,23,47000,RENT,4.0,EDUCATION,B,5000,9.99,0.11,3,No
5046,26,47000,RENT,1.0,EDUCATION,A,5000,7.14,0.11,4,No
5047,26,43200,OWN,1.0,EDUCATION,C,17000,13.49,0.39,2,No
5048,22,43200,MORTGAGE,1.0,PERSONAL,D,8400,16.77,0.19,4,No
5049,23,43200,MORTGAGE,5.0,VENTURE,B,10000,12.69,0.23,3,No
5050,23,47184,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.25,0.11,2,No
5051,23,47233,RENT,7.0,MEDICAL,B,5000,11.36,0.11,3,No
5052,24,43200,MORTGAGE,4.0,VENTURE,A,6350,7.49,0.15,4,No
5053,25,41496,RENT,7.0,EDUCATION,B,5000,10.83,0.12,3,Yes
5054,25,43200,MORTGAGE,6.0,EDUCATION,C,3600,14.79,0.08,2,No
5055,26,43200,MORTGAGE,11.0,VENTURE,C,6000,12.87,0.14,3,No
5056,26,42000,RENT,3.0,PERSONAL,C,5000,13.99,0.12,3,Yes
5057,22,48000,RENT,7.0,VENTURE,A,5000,6.99,0.1,2,No
5058,23,37200,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.59,0.19,2,Yes
5059,22,43200,MORTGAGE,,VENTURE,A,7975,7.49,0.18,2,No
5060,21,42000,RENT,2.0,PERSONAL,D,5000,,0.12,4,Yes
5061,23,37200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,7.66,0.11,2,Yes
5062,23,48000,RENT,5.0,DEBTCONSOLIDATION,B,5000,9.25,0.1,2,No
5063,24,48000,RENT,8.0,DEBTCONSOLIDATION,B,5000,9.99,0.1,4,No
5064,23,48000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.17,0.1,4,No
5065,22,48000,RENT,7.0,PERSONAL,B,5000,11.12,0.1,2,No
5066,24,48000,RENT,6.0,EDUCATION,C,5000,13.11,0.1,4,No
5067,23,42000,RENT,0.0,DEBTCONSOLIDATION,C,5000,,0.12,2,Yes
5068,21,37200,MORTGAGE,3.0,MEDICAL,A,16800,6.17,0.45,2,Yes
5069,22,43200,MORTGAGE,7.0,PERSONAL,A,11000,5.42,0.25,2,No
5070,24,43200,MORTGAGE,3.0,HOMEIMPROVEMENT,C,16000,,0.37,2,No
5071,22,48000,RENT,6.0,VENTURE,B,5000,,0.1,2,No
5072,23,43200,OWN,6.0,VENTURE,E,13000,15.95,0.3,2,No
5073,23,43200,OWN,6.0,EDUCATION,C,2000,14.35,0.05,4,No
5074,24,37200,MORTGAGE,2.0,MEDICAL,A,8000,7.88,0.22,4,Yes
5075,24,48000,RENT,3.0,EDUCATION,B,5000,11.89,0.1,2,No
5076,22,43200,MORTGAGE,6.0,VENTURE,A,6000,7.51,0.14,3,No
5077,26,37200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,16000,13.11,0.43,2,Yes
5078,22,48000,RENT,2.0,DEBTCONSOLIDATION,B,5000,11.89,0.1,4,No
5079,25,48000,RENT,3.0,PERSONAL,A,5000,9.63,0.1,3,No
5080,23,48000,RENT,7.0,VENTURE,B,5000,8.7,0.1,3,No
5081,22,48048,RENT,2.0,MEDICAL,B,5000,11.36,0.1,4,No
5082,26,43200,MORTGAGE,10.0,HOMEIMPROVEMENT,B,2500,9.88,0.06,4,No
5083,24,48200,RENT,3.0,MEDICAL,B,5000,10.38,0.1,2,No
5084,24,43200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,14.26,0.23,4,No
5085,25,43200,OWN,9.0,VENTURE,B,13800,11.48,0.32,2,No
5086,22,43200,OWN,6.0,PERSONAL,A,10000,9.63,0.23,3,No
5087,22,43200,OWN,6.0,EDUCATION,A,6000,7.68,0.14,3,No
5088,26,48996,RENT,5.0,EDUCATION,A,5000,7.88,0.1,3,No
5089,24,48996,RENT,5.0,MEDICAL,C,5000,13.79,0.1,4,No
5090,23,43236,OWN,1.0,VENTURE,C,18000,12.87,0.42,2,No
5091,24,49000,RENT,4.0,MEDICAL,B,5000,10.65,0.1,3,No
5092,22,49000,RENT,6.0,VENTURE,B,5000,11.86,0.1,2,No
5093,24,49296,RENT,8.0,EDUCATION,A,5000,7.88,0.1,4,No
5094,22,49560,RENT,5.0,EDUCATION,B,5000,10.36,0.1,4,No
5095,24,43300,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24000,10.62,0.55,2,No
5096,23,44000,RENT,6.0,HOMEIMPROVEMENT,D,5000,16.77,0.11,2,Yes
5097,22,50000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.42,0.1,3,No
5098,24,44000,RENT,2.0,EDUCATION,C,5000,15.23,0.11,2,Yes
5099,23,50000,RENT,7.0,EDUCATION,B,5000,10.59,0.1,2,No
5100,24,50000,RENT,1.0,HOMEIMPROVEMENT,A,5000,7.49,0.1,2,No
5101,24,55000,RENT,6.0,DEBTCONSOLIDATION,C,9000,12.87,0.16,4,No
5102,25,43500,MORTGAGE,2.0,HOMEIMPROVEMENT,A,9000,9.63,0.21,4,No
5103,26,55000,RENT,10.0,EDUCATION,E,9000,16.7,0.16,3,No
5104,23,43600,MORTGAGE,4.0,EDUCATION,A,7000,7.49,0.16,4,No
5105,23,43600,OWN,7.0,EDUCATION,C,15000,,0.34,3,No
5106,23,49029,RENT,1.0,MEDICAL,A,9000,,0.18,2,Yes
5107,24,56000,RENT,8.0,HOMEIMPROVEMENT,D,9000,,0.16,2,No
5108,24,56000,RENT,6.0,PERSONAL,A,9000,7.29,0.16,2,No
5109,23,56000,RENT,7.0,EDUCATION,C,9000,13.35,0.16,3,No
5110,23,57000,RENT,1.0,PERSONAL,A,9000,7.14,0.16,2,No
5111,23,37700,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,9.63,0.27,3,Yes
5112,25,37700,MORTGAGE,7.0,EDUCATION,B,9000,11.58,0.24,2,Yes
5113,26,57240,RENT,3.0,VENTURE,A,9000,7.51,0.16,3,No
5114,23,57500,RENT,2.0,MEDICAL,B,9000,10.37,0.16,3,No
5115,25,43800,MORTGAGE,0.0,EDUCATION,B,13000,10.38,0.3,4,No
5116,23,57500,RENT,5.0,EDUCATION,A,9000,6.91,0.16,2,No
5117,26,37800,MORTGAGE,10.0,HOMEIMPROVEMENT,D,7000,14.96,0.19,4,Yes
5118,25,57996,RENT,4.0,DEBTCONSOLIDATION,B,9000,11.83,0.16,4,No
5119,26,43873,OWN,,HOMEIMPROVEMENT,D,17500,16.32,0.4,3,No
5120,24,58000,RENT,6.0,EDUCATION,A,9000,7.29,0.16,4,No
5121,24,58800,RENT,4.0,EDUCATION,A,9000,,0.15,2,No
5122,21,43971,MORTGAGE,5.0,PERSONAL,A,4600,5.42,0.1,4,No
5123,23,60000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0.15,3,No
5124,22,44000,MORTGAGE,4.0,EDUCATION,B,10000,12.69,0.23,2,No
5125,23,44000,OWN,7.0,VENTURE,A,6400,7.51,0.15,3,No
5126,26,60000,RENT,0.0,VENTURE,B,9000,10.59,0.15,3,No
5127,22,60000,RENT,5.0,PERSONAL,A,9000,5.99,0.15,4,No
5128,26,60000,RENT,4.0,EDUCATION,C,9000,12.68,0.15,4,No
5129,23,44000,MORTGAGE,4.0,EDUCATION,A,3200,7.51,0.07,4,No
5130,23,60000,RENT,2.0,MEDICAL,A,9000,6.17,0.15,2,No
5131,24,44000,MORTGAGE,,MEDICAL,A,4000,,0.09,3,No
5132,24,44000,OWN,9.0,VENTURE,C,6000,15.96,0.14,4,No
5133,23,60000,RENT,2.0,VENTURE,A,9000,,0.15,4,No
5134,23,44000,MORTGAGE,2.0,VENTURE,C,4000,15.27,0.09,2,No
5135,25,44000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7000,6.03,0.16,3,No
5136,21,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,,0.27,2,No
5137,24,44000,MORTGAGE,4.0,PERSONAL,B,11200,10.99,0.25,4,No
5138,23,60000,RENT,0.0,EDUCATION,C,9000,13.61,0.15,4,No
5139,22,60000,RENT,3.0,DEBTCONSOLIDATION,B,9000,11.86,0.15,4,No
5140,22,60000,RENT,6.0,EDUCATION,A,9000,7.14,0.15,4,No
5141,22,60000,RENT,0.0,DEBTCONSOLIDATION,C,9000,,0.15,2,No
5142,24,60000,RENT,1.0,VENTURE,B,9000,11.58,0.15,3,No
5143,22,44000,MORTGAGE,2.0,PERSONAL,A,3500,5.99,0.08,2,No
5144,24,44000,MORTGAGE,7.0,PERSONAL,B,10000,9.99,0.23,3,No
5145,23,61041,RENT,7.0,PERSONAL,B,9000,11.36,0.15,2,No
5146,22,62400,RENT,6.0,VENTURE,A,9000,8.49,0.14,3,No
5147,25,62604,RENT,2.0,PERSONAL,A,9000,,0.14,3,No
5148,26,64000,RENT,3.0,DEBTCONSOLIDATION,A,9000,6.03,0.14,2,No
5149,25,44000,MORTGAGE,2.0,VENTURE,D,12000,14.54,0.27,2,No
5150,26,44000,MORTGAGE,7.0,PERSONAL,E,10000,17.14,0.23,4,No
5151,24,65000,RENT,5.0,HOMEIMPROVEMENT,A,9000,6.03,0.14,4,No
5152,25,44000,MORTGAGE,5.0,VENTURE,A,4000,5.79,0.09,4,No
5153,22,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7200,7.29,0.16,3,No
5154,24,44000,MORTGAGE,8.0,EDUCATION,A,2000,5.79,0.05,3,No
5155,22,65000,RENT,1.0,DEBTCONSOLIDATION,B,9000,9.91,0.14,4,No
5156,24,44000,OWN,8.0,VENTURE,A,14500,7.29,0.33,2,No
5157,23,44000,MORTGAGE,,MEDICAL,A,6000,5.42,0.14,4,No
5158,23,59000,RENT,0.0,HOMEIMPROVEMENT,D,9000,15.28,0.15,4,Yes
5159,26,65000,RENT,3.0,MEDICAL,B,9000,11.86,0.14,4,No
5160,24,44000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10750,6.17,0.24,3,No
5161,26,44000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8475,6.91,0.19,4,No
5162,23,44000,MORTGAGE,0.0,MEDICAL,A,5500,6.17,0.13,4,No
5163,23,69000,RENT,7.0,PERSONAL,B,9000,11.49,0.13,2,No
5164,24,44000,MORTGAGE,,MEDICAL,A,3600,5.79,0.08,2,No
5165,22,70000,RENT,3.0,VENTURE,C,9000,13.49,0.13,2,No
5166,22,70000,RENT,4.0,EDUCATION,B,9000,,0.13,2,No
5167,23,44000,OWN,7.0,VENTURE,C,5000,13.23,0.11,2,No
5168,26,44000,OWN,10.0,VENTURE,C,5000,,0.11,2,No
5169,26,72000,RENT,0.0,DEBTCONSOLIDATION,B,9000,10.74,0.13,2,No
5170,24,38000,MORTGAGE,0.0,PERSONAL,D,2500,15.7,0.07,2,Yes
5171,23,72000,RENT,2.0,VENTURE,C,9000,13.47,0.13,3,No
5172,25,72500,RENT,2.0,HOMEIMPROVEMENT,B,9000,10.59,0.12,2,No
5173,26,74000,RENT,3.0,PERSONAL,B,9000,10.0,0.12,3,No
5174,25,44000,MORTGAGE,1.0,VENTURE,C,10000,12.87,0.23,2,No
5175,22,75000,RENT,2.0,DEBTCONSOLIDATION,B,9000,10.99,0.12,4,No
5176,25,44000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5000,7.4,0.11,3,No
5177,23,44000,MORTGAGE,2.0,VENTURE,A,2000,7.4,0.05,4,No
5178,23,69000,RENT,8.0,EDUCATION,B,9000,9.63,0.13,4,Yes
5179,23,69000,RENT,1.0,EDUCATION,D,9000,14.09,0.13,3,Yes
5180,24,44000,OWN,8.0,PERSONAL,D,9000,15.31,0.2,2,No
5181,24,77496,RENT,2.0,VENTURE,C,9000,12.84,0.12,4,No
5182,25,44000,MORTGAGE,3.0,VENTURE,A,3600,9.32,0.08,2,No
5183,26,80000,RENT,3.0,VENTURE,A,9000,8.9,0.11,2,No
5184,22,80000,RENT,3.0,DEBTCONSOLIDATION,A,9000,6.91,0.11,3,No
5185,26,80000,RENT,0.0,VENTURE,C,9000,13.16,0.11,2,No
5186,25,80000,RENT,0.0,EDUCATION,C,9000,,0.11,2,No
5187,26,80000,RENT,0.0,EDUCATION,C,9000,10.91,0.11,3,No
5188,23,80400,RENT,4.0,PERSONAL,A,9000,7.51,0.11,2,No
5189,23,83000,RENT,7.0,DEBTCONSOLIDATION,B,9000,10.59,0.11,4,No
5190,22,44000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,18900,10.14,0.43,2,No
5191,25,84000,RENT,5.0,DEBTCONSOLIDATION,B,9000,11.36,0.11,2,No
5192,22,38004,MORTGAGE,7.0,DEBTCONSOLIDATION,D,3600,17.27,0.09,4,Yes
5193,23,44004,OWN,7.0,MEDICAL,A,17000,6.62,0.39,2,No
5194,26,84996,RENT,0.0,MEDICAL,B,9000,11.26,0.11,2,No
5195,24,85000,RENT,1.0,MEDICAL,C,9000,13.92,0.11,4,No
5196,21,44004,MORTGAGE,5.0,VENTURE,B,7200,11.89,0.16,4,No
5197,22,44004,MORTGAGE,0.0,PERSONAL,C,6300,12.29,0.14,3,No
5198,24,86250,RENT,1.0,HOMEIMPROVEMENT,B,9000,12.69,0.1,2,No
5199,25,87000,RENT,7.0,MEDICAL,C,9000,13.49,0.1,4,No
5200,23,88000,RENT,5.0,MEDICAL,B,9000,,0.1,2,No
5201,22,44160,MORTGAGE,5.0,VENTURE,C,3000,14.79,0.07,3,No
5202,24,44160,OTHER,7.0,MEDICAL,C,10000,13.22,0.23,4,No
5203,25,44196,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4000,7.51,0.09,3,No
5204,25,90900,RENT,9.0,VENTURE,C,9000,13.22,0.1,3,No
5205,24,44208,MORTGAGE,2.0,VENTURE,A,7000,7.51,0.16,3,No
5206,23,92000,RENT,7.0,EDUCATION,A,9000,6.92,0.1,2,No
5207,24,83000,RENT,8.0,PERSONAL,D,9000,15.05,0.11,3,Yes
5208,23,44340,OWN,0.0,VENTURE,C,3000,12.98,0.07,3,No
5209,26,38340,MORTGAGE,7.0,PERSONAL,B,2500,12.18,0.07,4,Yes
5210,23,44390,OWN,3.0,EDUCATION,B,14300,10.99,0.32,2,No
5211,23,38400,MORTGAGE,2.0,DEBTCONSOLIDATION,D,15000,17.27,0.39,3,Yes
5212,25,100000,RENT,7.0,MEDICAL,C,9000,11.34,0.09,4,No
5213,25,100500,RENT,5.0,PERSONAL,B,9000,,0.09,4,No
5214,25,44400,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,6.03,0.14,2,No
5215,25,44400,MORTGAGE,6.0,VENTURE,C,14125,12.99,0.32,2,No
5216,22,110500,RENT,2.0,EDUCATION,A,9000,5.79,0.08,4,No
5217,25,115000,RENT,2.0,HOMEIMPROVEMENT,A,9000,7.51,0.08,3,No
5218,23,44400,MORTGAGE,8.0,EDUCATION,C,2500,12.68,0.06,3,No
5219,26,44400,MORTGAGE,,VENTURE,C,6500,14.35,0.15,2,No
5220,23,44400,MORTGAGE,3.0,EDUCATION,A,6500,7.51,0.15,4,No
5221,24,133800,RENT,0.0,DEBTCONSOLIDATION,A,9000,7.9,0.07,4,No
5222,23,140000,RENT,7.0,EDUCATION,A,9000,7.14,0.06,3,No
5223,25,44400,OWN,1.0,PERSONAL,C,5000,12.72,0.11,3,No
5224,24,143000,RENT,7.0,VENTURE,E,9000,16.45,0.06,4,Yes
5225,24,24000,RENT,5.0,MEDICAL,B,8975,11.83,0.37,2,Yes
